公告id	股东全称	股东简称	变动截止日期	变动价格	变动数量	变动后持股数	变动后持股比例
19176223	双林集团	双林集团	2018-01-17	14.3463	150000	191494558	
19176223	双林集团	双林集团	2018-01-18	14.3734	270395	191494558	
19180136	珠海实友化工有限公司	珠海实友	2017-12-27	7.20	110		
19180136	珠海实友化工有限公司	珠海实友	2017-12-29	7.07	190	750	1.85
19196806	深圳市创新投资集团有限公司	深圳创投	2017-05-10	12.34	2100000		
19196806	深圳市创新投资集团有限公司	深圳创投	2017-07-11	11.98	403800		
19196806	深圳市创新投资集团有限公司	深圳创投	2017-07-12	11.77	205300		
19196806	红土创新基金管理有限公司	红土创新基金管理有限公司	2018-01-15	9.30	105000		
19196806	红土创新基金管理有限公司	红土创新基金管理有限公司	2018-01-16	9.26	200000		
19209776	顺灏投资集团有限公司	顺灏投资	2017-12-01	6.67	674.75		
19218054	含光九鼎	含光九鼎	11月16日	47.94	64600		
19218054	文景九鼎	文景九鼎	12月21日	45.70	142500		
19218054	永乐九鼎	永乐九鼎	12月21日	45.70	112400		
19229750	北京临空兴融投资有限公司	临空兴融	2018-01-30		1791912		
19229750	北京临空兴融投资有限公司	临空兴融	2018-01-30		1791912		
19234873	23号信托计划	23号信托计划	2018-01-31	10.47	1727600		
19238911	星星集团	星星集团	2018-02-01	6.84	2000000		
19239063	霍尔果斯金润悦网络科技合伙企业（有限合伙）	霍尔果斯金润悦网络科技合伙企业（有限合伙）	2017-11-02	37.2	120		
19239063	霍尔果斯金润悦网络科技合伙企业（有限合伙）	霍尔果斯金润悦网络科技合伙企业（有限合伙）	2017-11-06	38.07	87.65		
19239063	霍尔果斯金润悦网络科技合伙企业（有限合伙）	霍尔果斯金润悦网络科技合伙企业（有限合伙）	2017-11-09	40.28	18.7		
19239063	霍尔果斯金润悦网络科技合伙企业（有限合伙）	霍尔果斯金润悦网络科技合伙企业（有限合伙）	2017-11-23	42.90	102.94		
19239063	霍尔果斯金润悦网络科技合伙企业（有限合伙）	霍尔果斯金润悦网络科技合伙企业（有限合伙）	2017-11-27	43.05	13.06		
19241990	利群集团		2018-02-01		461400		
19241990	利群集团		2018-02-01		461400		
1925674	浙江万马电气电缆集团有限公司	电气电缆集团	2016-03-04	20.18	800		
1925674	浙江万马电气电缆集团有限公司	电气电缆集团	2016-03-07	19.66	2000	0	0
19274686	伊川公司	伊川公司	2018-01-30	15.21	164		
19274686	伊川公司	伊川公司	2018-01-31	14.87	168		
19274686	伊川公司	伊川公司	2018-02-02	14.74	165		
1927872	新余全球星投资管理有限公司	新余全球星	2016-03-07	18.19	600		
1927872	新余全球星投资管理有限公司	新余全球星	2016-03-08	17.49	700	79800000	0.0805
19279612	成都中迪金控集团有限公司	中迪金控	2018-02-06	8.68	330700		
19283365	合众创业	合众创业	2018-02-06	4.324	270000		
19284067	桑日百汇兴投资有限公司		2018-02-07		8507400	11461327	0.0269
19284067	上海证券交易所		2018-02-07		8507400		
19284067	上海证券交易所		2018-02-01		4253700	8207627	0.0193
19284067	上海创兴资源开发股份有限公司		2018-02-02		1000000		
19284067	桑日百汇兴投资有限公司		2018-02-07		3253700	11461327	0.0269
19284067	厦门大洋集团股份有限公司		2018-02-07		8507400		
19284140	上海证券交易所		2018-02-07		4759900		
19284140	上海证券交易所		2018-02-02		4426500		
19284140	上海证券交易所		2018-02-07		4759900	563478400	0.6198
19284264	SystexSolutions(HK)Limited	SystexSolutions(HK)Limited	2017-08-24	41.185	100000		
19284264	SystexSolutions(HK)Limited	SystexSolutions(HK)Limited	2017-08-25	41.298	135000		
19284264	SystexSolutions(HK)Limited	SystexSolutions(HK)Limited	2017-08-30	42.016	180000	0	0
19284445	杭州滨江投资控股有限公司	滨江控股	2016-02-01		22551129		
19284445	杭州滨江投资控股有限公司	滨江控股	2018-02-07		36252086		
19288018	银联商务股份有限公司	银联商务	2018-02-07	11.67-12.09均价11.96	银联商务股份有限公司	93500000	0.0747
19292335	润良泰	润良泰	2018-02-09	23.23	947302		
19292994	福建省投资开发集团有限责任公司	投资集团	2017-12-08		10000000		
19292994	福建省投资开发集团有限责任公司	投资集团	2017-12-08		10000000		
19293047	日照港集团		2018-02-09		30756527		
19293047	日照港集团		2018-02-09		962900		
19293047	日照港集团		2018-02-07		29793627		
19293047	日照港集团		2018-02-09		962900		
19293047	日照港集团		2018-02-09		30756527	1310963846	
1929483	城投金控	城投金控	2016-01-21	17.21	170000		
1929483	城投金控	城投金控	2016-01-22	16.38	320000		
1929483	城投金控	城投金控	2016-01-25	16.81	80000		
1929483	城投金控	城投金控	2016-01-26	15.95	1677000		
1929483	城投金控	城投金控	2016-01-27	14.47	1047900		
1929483	城投金控	城投金控	2016-01-28	14.18	1310000		
19298822	上海力鼎投资管理有限公司	力鼎投资	2017-12-08	26.81	16.61		
19298822	上海力鼎投资管理有限公司	力鼎投资	2017-12-15	26.84	9.2473		
19298822	上海力鼎投资管理有限公司	力鼎投资	2017-12-22	23.59	73.36	1167827	0.0159
19298822	力鼎明阳	力鼎明阳	2017-12-08	26.60	16.6		
19298822	力鼎明阳	力鼎明阳	2017-12-15	26.77	20.08		
19298822	力鼎明阳	力鼎明阳	2017-12-22	23.59	73.36	739600	0.0101
19305667	中国航空科技工业股份有限公司		2018-02-13		2430501		
19305667	中国航空工业集团有限公司		2018-02-13		1059363727		
19309186	福建省电子信息（集团）有限责任公司	信息集团	2018-02-01	19.12	312000		
19309186	福建省电子信息（集团）有限责任公司	信息集团	2018-02-02	19.03	308000		
19309186	福建省电子信息（集团）有限责任公司	信息集团	2018-02-05	18.96	300000		
19309186	福建省电子信息（集团）有限责任公司	信息集团	2018-02-06	18.33	1000000		
19309186	福建省电子信息（集团）有限责任公司	信息集团	2018-02-07	17.68	500000		
19309186	福建省电子信息（集团）有限责任公司	信息集团	2018-02-12	18.68	400000		
19309186	福建省电子信息（集团）有限责任公司	信息集团	2018-02-13	18.84	2000000		
19309186	福建省电子信息（集团）有限责任公司	信息集团	2018-02-14	18.93	1030000	156781950	0.2688
19309735	GRACEPEAKPTELTD.	GRACEPEAKPTELTD.	2017-08-22	6.57	19754000		
19309735	GRACEPEAKPTELTD.	GRACEPEAKPTELTD.	2017-08-29	6.45	4040000		
19309735	GRACEPEAKPTELTD.	GRACEPEAKPTELTD.	2017-12-12	5.25	9520000	45792853	
19311499	WELLMAX	WELLMAX	2018/1/29	23.389	225600		
19311499	WELLMAX	WELLMAX	2018/1/30	23.199	169000		
19311499	WELLMAX	WELLMAX	2018/2/2	21.405	40000		
19311499	WELLMAX	WELLMAX	2018/2/12	21.566	90000		
19315711	珠峰基石	珠峰基石	2017-11-29	23.13	12000		
19315711	珠峰基石	珠峰基石	2017-11-30	23.19	39000		
19315711	珠峰基石	珠峰基石	2017-12-04	22.75	45000	-	-
1933434	投资股份有限公司	中南城投	2016/3/14	14.662	1517807		
19342663	辅仁药业集团实业股份有限公司	公司	2018-03-06		2819531		
19342663	辅仁集团		2018-03-06		2819531		
19342663	辅仁集团		2018-03-06		2819531		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2017-12-25	12.09	836500		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2017-12-26	11.96	1030757		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2017-12-27	11.96	87600		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2017-12-28	11.79	1055632		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2017-12-29	11.72	1313800		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2018-01-02	11.93	1091100		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2018-01-03	11.98	1913400		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2018-01-04	12.02	1421873		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2018-01-05	12.10	500		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2018-01-08	12.19	229725		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2018-01-09	12.17	155957		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2018-01-10	12.00	262600		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2018-01-11	12.11	141129		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2018-01-16	11.90	30221		
19342844	萍乡信锐企业管理合伙企业（有限合伙）	萍乡信锐企业管理合伙企业（有限合伙）	2018-01-22	11.97	38080		
19351194	深圳证券交易所		2018-03-06		1684872		
19659022	温州信德	温州信德	2018-01-23	8.00—8.28	14700000	45074381	
19715244	冯忠	冯忠	2018-01-09	6.807	193900		
19715244	冯忠	冯忠	2018-01-10	6.820	74800		
19715244	冯忠	冯忠	2018-01-11	6.750	701700		
19715244	冯忠	冯忠	2018-01-12	6.810	20000		
19715244	冯忠	冯忠	2018-01-18	6.552	232400		
19715244	冯忠	冯忠	2018-01-19	6.565	762400		
19715244	冯忠	冯忠	2018-03-05	7.120	290000		
19715244	冯忠	冯忠	2018-03-12	8.000	420000	12105603	0.0351
198395	深圳证券交易所		2012-12-03		3781738		
198395	深圳证券交易所		2013-11-29		6764456		
20179759	深圳证券交易所		2018-03-19		11955208		
20179759	卢秀强		2018-03-22		18199135		
20246166	深圳赛格股份有限公司	深赛格	2018-03-30	4.22—7.07	深圳赛格股份有限公司		
20246166	深圳赛格股份有限公司	深赛格	20,066,600	1.9933%	深圳赛格股份有限公司		
20266420	科兴药业增持公司		2018-02-26		6653438		
20266420	科兴药业增持公司		2018-04-08		13250058		
20266420	科兴药业增持公司		2018-04-08		13250058		
2027030	青岛城投金融控股集团有限公司	城投金控	2016-03-11	13.16	900000		
2027030	青岛城投金融控股集团有限公司	城投金控	2016-03-14	13.60	1210000		
2027030	青岛城投金融控股集团有限公司	城投金控	2016-03-15	13.34	1450300		
2027030	青岛城投金融控股集团有限公司	城投金控	2016-03-16	13.16	2277500		
2027030	青岛城投金融控股集团有限公司	城投金控	2016-03-17	13.71	3209900		
2027030	青岛城投金融控股集团有限公司	城投金控	2016-03-18	14.25	2032600		
20270853	苏州嘉岳九鼎投资中心（有限合伙	苏州嘉岳九鼎投资中心（有限合伙	2018/4/8	44.12	335600		
20270853	苏州嘉岳九鼎投资中心（有限合伙	苏州嘉岳九鼎投资中心（有限合伙	2018/4/8	52.90	1243020		
20289377	上海豪石九鼎股权投资基金合伙企业（有限合伙）	上海豪石九鼎股权投资基金合伙企业（有限合伙）	2018-04-12	24.60	342800		
20289377	苏州工业园区昆吾民乐九鼎	苏州工业园区昆吾民乐九鼎	2018-04-12	24.25	223600		
20294382	西藏比邻	西藏比邻	2018-03-28	125.00	400000		
20294382	西藏比邻	西藏比邻	2018-04-12	140.54	300000		
20294382	西藏比邻	西藏比邻	2018-04-13	144.88	300000	0	0
20306207	股东东方集团投资控股有限公司	东方投控	2018-02-12		20000000		
20306207	东方集团投资控股有限公司		2018-04-16		6099326		
20306207	股东东方集团投资控股有限公司	东方投控	2018-02-12		1034026		
20306207	股东东方集团投资控股有限公司	东方投控	2018-04-16		6099326		
20374320	深圳证券交易所		2017-04-20		1050000		
20374320	深圳证券交易所		2017-04-25		214711		
20374320	深圳证券交易所		2017-05-17		41308		
20374320	深圳证券交易所		2017-05-24		103500		
20374320	深圳证券交易所		2017-05-25		101500		
20374320	深圳证券交易所		2017-05-26		101465		
20382448	上海国和现代服务业股权投资基金合伙企业（有限合伙）	上海国和现代服务业股权投资基金合伙企业（有限合伙）	2018-04-16	113.53	1054500		
20382448	上海国和现代服务业股权投资基金合伙企业（有限合伙）	上海国和现代服务业股权投资基金合伙企业（有限合伙）	2018-04-23	59.11	491500	21495500	7.88
2038519	TBPOLYMERLIMITED	TBPOLYMERLIMITED	2015-06-09	31.6800	1000000		
2038519	TBPOLYMERLIMITED	TBPOLYMERLIMITED	2016-03-22	14.4000	1600000		
20472237	凯风投资	凯风投资	2018-01-30	17.8400	4000		
20472237	凯风投资	凯风投资	2018-03-09	17.4973	136000		
20472237	凯风投资	凯风投资	2018-03-12	17.8536	60000		
20472237	凯风投资	凯风投资	2018-03-13	17.8860	100000		
20472237	凯风投资	凯风投资	2018-03-19	17.3308	47000		
20472237	凯风投资	凯风投资	2018-03-20	17.3033	53000		
20472237	凯风投资	凯风投资	2018-03-21	17.3702	99000	0	0
20497209	深圳市鼎发稳健股权投资合伙企业（有限合伙）	深圳市鼎发稳健股权投资合伙企业（有限合伙）	2018-01-30	4.799	2068100		
20497209	深圳市鼎发稳健股权投资合伙企业（有限合伙）	深圳市鼎发稳健股权投资合伙企业（有限合伙）	2018-01-30	-	-		
20525681	凯盛集团		2018-05-03		4863275	4863275	0.2674
212645	上海领汇创业投资有限公司	上海领汇	2011-11-15	17.71	4000000		
213056	深圳证券交易所		2011-11-21		1901620		
213056	深圳证券交易所		2011-11-21		5500000		
213056	深圳证券交易所		2011-11-21		7401620	9650000	0.0497
216104	北京科桥投资顾问有限公司	北京科桥投资顾问有限公司	2013-07-03	20.13	2.23		
216104	北京科桥投资顾问有限公司	北京科桥投资顾问有限公司	2013-07-05	15.66	3.1		
216104	北京科桥投资顾问有限公司	北京科桥投资顾问有限公司	2013-07-12	15.93	19		
216104	北京科桥投资顾问有限公司	北京科桥投资顾问有限公司	2013-07-15	16.21	4.33		
216104	北京科桥投资顾问有限公司	北京科桥投资顾问有限公司	2013-07-16	16.24	39.357		
216104	北京科桥投资顾问有限公司	北京科桥投资顾问有限公司	2013-07-17	16.29	1.5496		
216104	北京科桥投资顾问有限公司	北京科桥投资顾问有限公司	2013-07-19	16.3	41.8934		
216104	北京科桥投资顾问有限公司	北京科桥投资顾问有限公司	2013-07-22	16.31	34.89		
216104	北京科桥投资顾问有限公司	北京科桥投资顾问有限公司	2013-07-23	16.37	1.85		
216104	北京科桥投资顾问有限公司	北京科桥投资顾问有限公司	2013-07-24	16.5	44.46		
216104	北京科桥投资顾问有限公司	北京科桥投资顾问有限公司	2013-09-09	15.64	200		
216677	国创集团	国创集团	2013-09-13	6.35	420		
216677	国创集团	国创集团	2013-07-16	5.02	650		
2173678	华联控股股份有限公司	华联控股	2016年31日	49.09	280		
218170	深圳证券交易所		2013-09-25		4597694		
218170	深圳证券交易所		2013-09-25		4597694		
218170	深圳证券交易所		2013-09-25		4597694		
218650	上海证券交易所		2009-08-07		131419232		
218650	上海证券交易所		2009-08-07		131719231	131719231	0.3501
220627	西藏世纪鼎天投资管理有限公司	世纪鼎天	9月4日下午		8768836		
220627	西藏世纪鼎天投资管理有限公司	世纪鼎天	9月4日下午		16656878		
220627	西藏世纪鼎天投资管理有限公司	世纪鼎天	2013-08-19		135415076		
222003	中交集团		2012-10-18		9999972		
222003	中交集团		2012-11-20		9999927		
222795	中国国电全资		2013-10-23		154005846		
223878	远东控股集团有限公司	远东控股	2012-11-16		94600		
223878	远东控股集团有限公司	远东控股	2013-10-17		29701288		
2250847	达晨财富	达晨财富	2016-04-14	32.58	3000000	10897620	0.0856
226325	盛阳投资	盛阳投资	2013-11-14	44.85	15000	-	-
226619	吴建龙	吴建龙	2013-11-15	3.64	2800	-	-
226619	国际投资集团有限公司	香港优创	2013-11-18	3.64	2799	-	-
2359444	劲通电子设备（深圳）有限公司	劲通电子	2016-05-04	27.31	1200000		
2361828	麦迪控股	麦迪控股	2016-05-03	30.03	150		
2361828	麦迪控股	麦迪控股	2016-05-04	29.12	120		
2362048	双林集团股份有限公司	双林集团股份有限公司	2016-05-04	40.00	双林集团股份有限公司		
2362091	天津东方富海股权投资基金合伙企业（有限合伙）	天津东方富海股权投资基金合伙企业（有限合伙）	2015-05-18	51.56	80		
2362091	天津东方富海股权投资基金合伙企业（有限合伙）	天津东方富海股权投资基金合伙企业（有限合伙）	2015-05-27	61.79	80		
2362091	天津东方富海股权投资基金合伙企业（有限合伙）	天津东方富海股权投资基金合伙企业（有限合伙）	2016-05-03	34.75	200		
2370542	股东东方时尚投资有限公司	投资公司	2016-05-10		302920	243346670	0.5794
2383889	双林集团		2016-05-04		5000000		
250293	深圳证券交易所		2010-12-31		2703626		
250293	深圳证券交易所		2011-06-02		5399576		
275980	烟台海融电力技术有限公司	烟台海融	2013-11-04	*19.36	140		
275980	烟台海融电力技术有限公司	烟台海融	2013-11-05	*20.01	140		
275980	烟台海融电力技术有限公司	烟台海融	2013-11-27	*20.19	100		
275980	烟台海融电力技术有限公司	烟台海融	2014-01-03	*18.79	120		
275980	烟台海融电力技术有限公司	烟台海融	2014-02-12	*19.75	160		
275980	烟台海融电力技术有限公司	烟台海融	2014-08-04	10.63	260		
275980	烟台海融电力技术有限公司	烟台海融	2014-08-05	10.80	200		
276994	建发集团		2014-12-31		39000000		
280391	金洲集团	金洲集团	2015-01-09	6.28	5000000	9573120	0.0184
280391	浙江金洲集团上海有限公司	上海金洲	2015-01-09	6.28	5000000	3910720	0.0075
280792	江苏紫金电子集团有限公司	紫金电子	2015-01-12		217083742	217083742	0.1378
280792	海润光伏接到公司		2014-12-31		138127674		
280834	安徽高速集团		2015-01-08		687100		
281952	青岛海立控股有限公司	海立控股	2015-01-13	15.4	370		
281952	青岛海立控股有限公司	海立控股	2015-01-14	15.4	187		
287378	黄冈永安药业有限公司	黄冈永安	2014-12-26	12.21	3000000	7019488	0.0375
291141	烟台海融电力技术有限公司	烟台海融	2013-11-04	19.36*	140		
291141	烟台海融电力技术有限公司	烟台海融	2013-11-05	20.01*	140		
291141	烟台海融电力技术有限公司	烟台海融	2013-11-27	20.19*	100		
291141	烟台海融电力技术有限公司	烟台海融	2014-01-03	18.79*	120		
291141	烟台海融电力技术有限公司	烟台海融	2014-02-12	19.75*	160		
291141	烟台海融电力技术有限公司	烟台海融	2014-08-04	10.63	260		
291141	烟台海融电力技术有限公司	烟台海融	2014-08-05	10.80	200		
291141	烟台海融电力技术有限公司	烟台海融	2014-08-06	10.81	260		
291141	烟台海融电力技术有限公司	烟台海融	2014-08-08	10.24	260		
291141	烟台海融电力技术有限公司	烟台海融	2014-08-11	10.37	260		
292160	新余东财投资管理有限公司	新余东财	2014-12-10	15.90	2000		
292160	新余东财投资管理有限公司	新余东财	2014-12-19	35.00	750		
292160	新余东财投资管理有限公司	新余东财	2014-12-24	29.40	328	0	0
294205	湖南湘投高科技创业投资有限公司	高创投	2014-12-05	15.32	300		
294205	湖南湘投高科技创业投资有限公司	高创投	2014-12-08	16.24	300		
294205	湖南湘投高科技创业投资有限公司	高创投	2014-12-18	14.21	200		
294470	淄博宏达	淄博宏达	2014-12-18		8000000	226261042	
295073	新余东财投资管理有限公司	新余东财	2014-12-19	35.00	750	0	0
296228	中国医药工业有限公司		2014-12-15		3356786		
296228	中国医药工业有限公司		2014-12-15		77223648		
298815	湘江产业投资有限责任公司	湘江产业投资有限责任公司	2014-05-23	16.43	188858		
298815	湘江产业投资有限责任公司	湘江产业投资有限责任公司	2014-05-26	17.02	66400		
298815	湘江产业投资有限责任公司	湘江产业投资有限责任公司	2014-05-27	17.04	74149		
298815	湘江产业投资有限责任公司	湘江产业投资有限责任公司	2014-05-28	17.17	203300		
298815	湘江产业投资有限责任公司	湘江产业投资有限责任公司	2014-05-29	17.48	133200		
298815	湘江产业投资有限责任公司	湘江产业投资有限责任公司	2014-05-30	17.54	109300		
298815	湘江产业投资有限责任公司	湘江产业投资有限责任公司	2014-06-03	17.25	21069		
298815	湘江产业投资有限责任公司	湘江产业投资有限责任公司	2014-06-05	17.43	20654		
298815	湘江产业投资有限责任公司	湘江产业投资有限责任公司	2014-06-06	17.46	36000		
298815	湘江产业投资有限责任公司	湘江产业投资有限责任公司	2014-06-09	17.36	43900		
298815	湘江产业投资有限责任公司	湘江产业投资有限责任公司	2014-08-05	19.25	45190		
298815	湘江产业投资有限责任公司	湘江产业投资有限责任公司	2014-12-12	21.73	294838	/	/
301633	沈机集团	沈机集团	2014-12-08	12.9011元	2300		
302968	中国船舶重工集团公司第七二五研究所	七二五所	2014-12-08	22.12	7000000	177807412	0.219
303786	广东风华高新科技股份有限公司	风华高科	2014-12-04	26.43	442.4944		
303786	广东风华高新科技股份有限公司	风华高科	2011年29日	31.52	100		
308704	创华投资发展有限公司	创华投资	2014-11-26		5000000	27000000	0.0675
309038	国家开发投资公司	国家开发投资公司	11月26日	12.08	7485952	15152828	4.96
31230	西藏利阳科技有限公司	利阳科技	2014-05-21	6.07	12000000		
31359	临沧飞翔冶炼有限责任公司	临沧飞翔冶炼有限责任公司	2013-12-04	13.78	1200		
314097	武汉华中科技大产业集团有限公司	产业集团	2014-11-18	11.38	3000	0	0
320941	广新集团	广新集团	2014-02-28	40.95	3526949		
320941	广新集团	广新集团	2014-10-31	26.14	2072796	111752265	19.33
321335	中国成套设备进出口（集团）总公司	中国成套设备进出口（集团）总公司	2014-11-03	15.09	3700000		
338007	兆维集团	兆维集团	2011-03-11	12.1	859100		
338007	兆维集团	兆维集团	2013-05-28	9.8	1995116		
338007	七星集团	七星集团	2013-10-31	10.52	2647559		
338007	七星集团	七星集团	2014-03-31	10.69	1248000		
338007	北京电子控股有限责任公司	北京电控	2014-10-20	13.07	22255095	383726280	0.6615
344254	湖北化纤开发有限公司	湖北化纤开发有限公司	减持时间期间		股数（股）		
344254	湖北化纤开发有限公司	湖北化纤开发有限公司	20131030		860000		
344254	湖北化纤开发有限公司	湖北化纤开发有限公司	20141010		1900000	0	
344929	世纪地和	世纪地和	2014-10-09	19.70	2632.89		
348621	凯瑞投资	凯瑞投资	2014-09-26	14.383	243000	729000	0.0034
349388	杭州涉其网络有限公司	杭州涉其网络有限公司	2010-07-26	26.9	3650000		
349388	杭州涉其网络有限公司	杭州涉其网络有限公司	2013-07-05	22.24	3150000		
349388	杭州涉其网络有限公司	杭州涉其网络有限公司	2014-09-23	30.65	720000		
349388	杭州涉其网络有限公司	杭州涉其网络有限公司	2014-09-25	30.64	3000000		
349388	孙国明	孙国明	2010-07-26	26.9	1500000		
349388	孙国明	孙国明	2011-11-24	16.64	1248952		
349388	孙国明	孙国明	2013-07-05	22.28	2150000		
349388	孙国明	孙国明	2014-09-23	30.65	2190000		
349388	孙国明	孙国明	2014-09-25	30.64	370000		
352303	江苏中超投资集团有限公司	中超集团	2014-09-22	9.60	2536		
354388	舜天机械	舜天机械	2014-09-16	12.01	800	0	0
358015	宿迁市迪智成投资咨询有限公司	迪智成投资	2014-09-09	13.61	500		
358015	宿迁市迪智成投资咨询有限公司	迪智成投资	2014-09-10	13.61	650	0	0
358603	科瑞集团	科瑞集团	2014-09-03	5.76	10913610		
358603	科瑞集团	科瑞集团	2014-09-04	5.44	1300000		
358603	科瑞集团	科瑞集团	2014-09-05	5.44	2600000		
358603	科瑞集团	科瑞集团	2014-09-09	5.44	2500000	0	0
361856	苏州永福投资有限公司	永福投资	2014-05-15	10.94	150		
361856	苏州永福投资有限公司	永福投资	2014-09-02	13.54	100		
366389	山西国际电力集团有限公司	山西国电	2008-11-24		17396693	422348889	0.4838
368730	中国科学院福建物质结构研究所	物构所	2014-06-30	7.84	51		
368730	中国科学院福建物质结构研究所	物构所	2014年7月	8.538	91		
368730	中国科学院福建物质结构研究所	物构所	2014-08-26	10.589	18		
368730	中国科学院福建物质结构研究所	物构所	2014-08-27	9.86	118		
374159	烟台开发区龙源电力燃烧控制工程有限公司	烟台燃控	2013-10-30	21.16*	150		
374159	烟台开发区龙源电力燃烧控制工程有限公司	烟台燃控	2013-12-04	18.28*	100		
374159	烟台开发区龙源电力燃烧控制工程有限公司	烟台燃控	2014-02-10	19.49*	100		
374159	烟台开发区龙源电力燃烧控制工程有限公司	烟台燃控	2014-02-14	19.62*	100		
374159	烟台开发区龙源电力燃烧控制工程有限公司	烟台燃控	2014-08-19	10.73	260		
374159	烟台开发区龙源电力燃烧控制工程有限公司	烟台燃控	2014-08-22	10.84	260	0	0
382487	新余新力科技术工程有限公司	新余新力科技术工程有限公司	2014-08-15	17.24	500	26724654	22.65
383840	张家港金茂集体资产经营管理中心	张家港金茂集体资产经营管理中心	2014-07-31	7.89	500		
383840	张家港金茂集体资产经营管理中心	张家港金茂集体资产经营管理中心	2014-08-14	7.63	1900	-	0
385858	股东福建丰榕投资有限公司	丰榕投资	2014-07-16		2410000		
385858	股东福建丰榕投资有限公司	丰榕投资	2014-08-13		12420201		
386808	QM8	QM8	2014-08-13	28.23	6470000	10675920	
389276	南京瑞茂投资管理合伙企业（有限合伙）	南京瑞茂投资管理合伙企业（有限合伙）	2014-07-31	8.086	800		
389276	南京瑞茂投资管理合伙企业（有限合伙）	南京瑞茂投资管理合伙企业（有限合伙）	2014-08-01	7.766	1000		
389276	南京瑞茂投资管理合伙企业（有限合伙）	南京瑞茂投资管理合伙企业（有限合伙）	2014-08-04	7.700	104		
389276	南京瑞茂投资管理合伙企业（有限合伙）	南京瑞茂投资管理合伙企业（有限合伙）	2014-08-07	7.640	585	-	0
392710	中煤集团		2009-09-22		7510114	7634177114	0.5758
393078	香港）有限公司	绿庭香港	2009-09-22		4350000		
393078	香港）有限公司	绿庭香港	2009-09-23		9050000		
393078	香港）有限公司	绿庭香港	2009-09-23		47420000	600695231530848	0.3423
393384	北京市顺义大龙城乡建设开发总公司	大龙总公司	2008-09-24		181000		
393384	北京市顺义大龙城乡建设开发总公司	大龙总公司	2009-09-24		783000		
399124	JiudingMarsLimited	JiudingMarsLimited	2014-07-10	9.60	1		
399124	JiudingMarsLimited	JiudingMarsLimited	2014-07-11	9.67	14.7148		
399124	JiudingMarsLimited	JiudingMarsLimited	2014-07-14	9.75	183.0112		
399124	JiudingMarsLimited	JiudingMarsLimited	2014-07-15	9.60	51.6116		
399124	JiudingMarsLimited	JiudingMarsLimited	2014-07-16	9.58	15.4999		
399124	JiudingMarsLimited	JiudingMarsLimited	2014-07-17	9.53	13		
399124	JiudingMarsLimited	JiudingMarsLimited	2014-07-18	9.55	14.3		
399124	JiudingMarsLimited	JiudingMarsLimited	2014-07-24	9.53	0.02		
399124	JiudingMarsLimited	JiudingMarsLimited	2014-07-25	9.53	87.91		
400361	上海纺织投资管理有限公司	上海纺织	2014-07-28	3.54	92		
400361	上海纺织投资管理有限公司	上海纺织	2014-07-29	3.60	630		
400361	上海纺织投资管理有限公司	上海纺织	2014-07-30	3.57	660		
400361	上海纺织投资管理有限公司	上海纺织	2014-07-31	3.59	282.5	--	--
406570	豫商公司		2013-07-12		6400091		
407056	中国航天科工集团公司	航天科工	2013-06-27		435700	62905567	0.1929
410243	航民集团		2013-06-25		937162	199837162	
411420	浙江刚泰控股（集团）股份有限公司	本公司	2013-06-14		2355797		
411503	汇金公司		2013-06-13		123980407454	123999728833	0.3546
412306	广州药业股份有限公司		2009-11-24		4100000		
415699	东盛科技股份有限公司	本公司	2009-12-11		2697699		
415924	高要市国有资产经营有限公司		2010-08-16		303212		
415924	高要市国有资产经营有限公司		2010-08-16		374099		
415924	高要市国有资产经营有限公司		2010-08-16		677311		
415924	深圳证券交易所		2010-10-29		366788		
415924	深圳证券交易所		2010-10-29		295901		
415924	深圳证券交易所		2010-10-29		662689		
415924	深圳证券交易所		2010-10-29		670000		
415924	深圳证券交易所		2010-10-29		670000		
415924	深圳证券交易所		2010-10-29		1340000		
